Date,WIKI/F - Adj. Open,WIKI/F - Adj. High,WIKI/F - Adj. Low,WIKI/F - Adj. Close,WIKI/F - Adj. Volume
1972-06-02,-0.007921088028699286,-0.001446131598019429,-0.0037735849056557136,-0.0019584212112058186,0.0773998831699878
1972-06-05,-0.0019584212112058186,-0.0017910447761171344,0.0019540170131320256,-0.0011280319437046993,3.4380854845025457
1972-06-06,-0.0011162790697940572,-0.005681818181825005,-0.011363636363636131,-0.011320754716981019,-0.7270802226143613
1972-06-07,-0.011320754716981019,-0.009323308270679176,-0.0018390804597820942,-0.0056488549618392,-0.5273674525017407
1972-06-08,-0.0056488549618392,-0.0037947783849375805,-0.007676953784728546,-0.007676953784728546,0.5430270184946464
1972-06-09,-0.007676953784728546,-0.013408502209352857,-0.025220485842485263,-0.005879622466354095,5.356543681374889
1972-06-12,-0.005879622466354095,0.0038610038609989683,0.01190476190476164,-0.0011280319437046993,-0.782961933781087
1972-06-13,-0.0011162790697940572,-0.0018461538461516103,0.007843137254891941,0.007782101167320032,-0.34871535029721823
1972-06-14,0.011673151750972943,0.02311960542540059,0.011673151750972943,0.015444015444010528,2.155768500948767
1972-06-15,0.011538461538461497,-0.001446131598019429,0.00584615384616094,-0.0038022813688165513,-0.5030455357196544
1972-06-16,-0.0038022813688165513,-0.009490810485088041,-0.009635974304070705,0.003816793893125059,-0.4862791598102798
1972-06-19,0.003816793893125059,0.0057794676806153245,0.00586872586871845,-0.005627376425848429,-0.2946441188939659
1972-06-20,-0.005627376425848429,-0.00196582489036512,0.003838476892378706,0.003823799327006494,0.6892279951916656
1972-06-21,0.003823799327006494,-0.0037878787878881104,-0.005812174977064211,-0.009599268627154323,0.799363497993635
1972-06-22,-0.011427700746609704,-0.013231939163495854,-0.015384615384610556,-0.005692307692300558,-0.2030144570901261
1972-06-23,-0.005856966707760813,-0.005856966707760813,-0.0018749999999976286,-0.0020114497911162266,-0.006933340684788014
1972-06-26,-0.0011162790697940572,-0.001446131598019429,0.0018785222291772818,-0.003875968992257728,-0.512054965646471
1972-06-27,-0.003875968992257728,0.003875968992243184,0.003906249999994893,0.007782101167320032,0.4126699664334075
1972-06-28,0.007782101167320032,0.00586872586871845,0.0038910505836673437,-0.001853281853279487,0.03008396931193502
1972-06-29,-0.001853281853279487,-0.003838476892364384,-0.0018604651162911212,-0.0038681726752378687,-0.5044863649692113
1972-06-30,-0.009747795141577309,-0.013563501849565784,-0.017552034793406612,-0.00776638707672217,0.8417626637210036
1972-07-03,-0.0018749999999976286,-0.0018749999999976286,0.0019540170131320256,-0.0039135879774674365,-0.4689086430330941
1972-07-05,-0.0039135879774674365,-0.0020350657482754997,-0.00980237154150454,-0.005972025773998468,2.18347180769541
1972-07-06,-0.0020430614489995724,0.013803921568624755,0.013891106498480577,0.011857707509881354,-0.15878425460212076
1972-07-07,0.007874015748036367,-0.0038681726752378687,-0.003937007874010745,-0.003906249999995115,0.1513449200277115
1972-07-10,-0.003906249999995115,-0.00776638707672217,-0.0039525691699555665,-0.011764705882352788,-0.6123850510811412
1972-07-11,-0.011764705882352788,-0.005948653725743047,-0.005873015873023357,-0.005873015873023357,0.04370275377969768
1972-07-12,-0.005873015873023357,-0.001446131598019429,-0.007983394539363142,-0.007983394539363142,2.296407669673748
1972-07-13,-0.007983394539363142,-0.019685039370068713,-0.012071463061323007,-0.0011280319437046993,-0.622434966845843
1972-07-14,-0.0011162790697940572,0.004016064257022833,0.008145975887916546,-0.002092386930626633,0.38350826145692607
1972-07-17,-0.002092386930626633,-0.001446131598019429,-0.002100840336131893,-0.0011280319437046993,-0.3805723513726669
1972-07-18,-0.0011162790697940572,0.003999999999995119,-0.012145748987854144,0.01016129032258295,1.2949949980295266
1972-07-19,0.01016129032258295,0.01992031872510447,0.024590163934425924,0.005907711959132644,0.27609801202034223
1972-07-20,0.005907711959132644,-0.011718749999999889,-0.005920000000007475,-0.01380952380953615,-0.7113149150682663
1972-07-21,-0.01380952380953615,-0.001446131598019429,0.0019540170131320256,0.014002897151147442,0.22234572770626393
1972-07-24,0.02205053919201938,0.029723320158094868,0.02205053919201938,0.02777777777777235,1.4172777940745087
1972-07-25,0.01968503937008359,-0.003838476892364384,0.011811023622047223,-0.0038610038609990793,0.06625811540561855
1972-07-26,-0.0038610038609990793,-0.005856966707760813,-0.0018677042801532595,-0.003875968992257728,-0.7227792636430888
1972-07-27,-0.003875968992257728,-0.0018604651162911212,-0.0020271323873356506,-0.0038910505836525777,1.57607356925856
1972-07-28,-0.0011162790697940572,0.011649580615097799,0.003906249999994893,0.00984375000000215,0.6365302479760311
1972-07-31,0.005914396887166884,-0.001446131598019429,0.0020233463034995403,-0.0011280319437046993,-0.30618664121765726
1972-08-01,-0.0011162790697940572,-0.0058344848763937085,-0.005902454178308814,-0.0011280319437046993,0.13143009530225824
1972-08-02,-0.0011162790697940572,0.01158301158301156,0.00984375000000215,0.013461240909791616,0.5023507957970998
1972-08-03,0.019340863376131168,0.02671755725190339,0.019340863376131168,0.01725190839693913,1.0235496176902878
1972-08-04,0.011384335154826841,-0.005501858736052578,0.011384335154826841,0.0037520636350085734,-0.7257124669474097
1972-08-07,0.0037520636350085734,0.005532296650710755,0.0037520636350085734,0.0017942583732033501,0.6244160790264512
1972-08-08,0.0017942583732033501,-0.003717472118954457,-0.005681818181825005,-0.003731343283577271,-0.5087553805293525
1972-08-09,-0.003731343283577271,-0.0017910447761171344,-0.016842105263150886,-0.01498127340824884,1.9767892764592925
1972-08-10,-0.01498127340824884,-0.014952153110057043,0.0019540170131320256,0.0019771863117845623,-0.5736384588406233
1972-08-11,0.00380228136883054,0.009411050394659393,0.009483022330990298,0.007589556769889372,0.06658538734980457
1972-08-14,0.009545454545442533,0.009473684210528521,0.009545454545442533,0.005573968062676515,0.4713473165222901
1972-08-15,0.0018009905448115315,-0.0037241173841753294,-0.013207263995194785,-0.007490636704124531,-0.4039836759144857
1972-08-16,-0.011235955056179803,-0.013157894736839593,-0.019011406844096967,-0.02641509433961775,0.011825491550976786
1972-08-17,-0.022727272727272374,-0.00560606060606772,0.0019540170131320256,0.017519379844953553,0.8720451970386007
1972-08-18,0.017519379844953553,0.0038092335821986456,0.015503875968987169,-0.0011280319437046993,-0.5435604490357671
1972-08-21,-0.0011162790697940572,-0.001446131598019429,-0.0056488549618392,0.0038092335821986456,0.0339309392766971
1972-08-22,0.011427700746609926,0.018973891924716435,0.019192384461850454,0.015179113539778744,0.6928374413661038
1972-08-23,0.009340162699610577,0.037092209146427635,0.009340162699610577,0.039174641148318035,0.8617654994914798
1972-08-24,0.037313432835815785,-0.0017236426314256592,0.020447761194032132,-0.014388489208628452,-0.22816004816160895
1972-08-25,-0.014388489208628452,-0.012661870503594685,-0.010969723562966105,-0.012846715328464708,-0.35244285559527677
